FSCL_YR,MINC,MINE,PADN,DEPT_EN_DESC,ROBJ_CD,ROBJ_EN_NM,PRJCT_EN_DESC,TOT_CY_XPND_AMT,AGRG_PYMT_AMT
2012/2013,13,Indian Affairs and Northern Development,64,Indian Residential Schools Truth and Reconciliation Commission,46,Protection Services,"Service Payments under $100,000 (2 payees)",0,3189
2012/2013,13,Indian Affairs and Northern Development,64,Indian Residential Schools Truth and Reconciliation Commission,43,Scientific and Research Services,,478567,0
2012/2013,13,Indian Affairs and Northern Development,64,Indian Residential Schools Truth and Reconciliation Commission,43,Scientific and Research Services,"Service payments under $100,000 (31 payees)",0,478567
2012/2013,13,Indian Affairs and Northern Development,64,Indian Residential Schools Truth and Reconciliation Commission,82,Special Fees and Services,,11050,0
2012/2013,13,Indian Affairs and Northern Development,64,Indian Residential Schools Truth and Reconciliation Commission,82,Special Fees and Services,"Service payments under $100,000 (23 payees)",0,11050
2012/2013,13,Indian Affairs and Northern Development,64,Indian Residential Schools Truth and Reconciliation Commission,86,Temporary Help Services,,25541,0
2012/2013,13,Indian Affairs and Northern Development,64,Indian Residential Schools Truth and Reconciliation Commission,86,Temporary Help Services,"Service payments under $100,000 (2 payees)",0,25541
2012/2013,13,Indian Affairs and Northern Development,64,Indian Residential Schools Truth and Reconciliation Commission,40,Business Services,,477418,0
2012/2013,13,Indian Affairs and Northern Development,64,Indian Residential Schools Truth and Reconciliation Commission,40,Business Services,Canadian Human Rights Commission Ottawa Ont,0,409862
2012/2013,13,Indian Affairs and Northern Development,64,Indian Residential Schools Truth and Reconciliation Commission,40,Business Services,"Service payments under $100,000 (8 payees)",0,67556
2012/2013,13,Indian Affairs and Northern Development,64,Indian Residential Schools Truth and Reconciliation Commission,45,Health and Welfare Services,,3600,0
2012/2013,13,Indian Affairs and Northern Development,64,Indian Residential Schools Truth and Reconciliation Commission,45,Health and Welfare Services,"Service payments under $100,000 (1 payee)",0,3600
2012/2013,13,Indian Affairs and Northern Development,64,Indian Residential Schools Truth and Reconciliation Commission,47,Informatics Services,,19078,0
2012/2013,13,Indian Affairs and Northern Development,64,Indian Residential Schools Truth and Reconciliation Commission,87,Interpretation and Translation Services,"Service payments under $100,000 (6 payees)",0,73442
2012/2013,13,Indian Affairs and Northern Development,64,Indian Residential Schools Truth and Reconciliation Commission,47,Informatics Services,"Service payments under $100,000 (2 payees)",0,19078
2012/2013,13,Indian Affairs and Northern Development,64,Indian Residential Schools Truth and Reconciliation Commission,87,Interpretation and Translation Services,,73442,0
2012/2013,13,Indian Affairs and Northern Development,64,Indian Residential Schools Truth and Reconciliation Commission,41,Legal Services,"Service payments under $100,000 (5 payees)",0,66409
2012/2013,13,Indian Affairs and Northern Development,64,Indian Residential Schools Truth and Reconciliation Commission,41,Legal Services,,285364,0
2012/2013,13,Indian Affairs and Northern Development,64,Indian Residential Schools Truth and Reconciliation Commission,41,Legal Services,Falconer Charney LLP Toronto Ont,0,218955
2012/2013,17,Natural Resources,66,Northern Pipeline Agency,89,Other Services,,21373,0
2012/2013,17,Natural Resources,66,Northern Pipeline Agency,89,Other Services,"Service payments under $100,000 (3 payees)",0,21373
2012/2013,17,Natural Resources,66,Northern Pipeline Agency,40,Business Services,,85288,0
2012/2013,17,Natural Resources,66,Northern Pipeline Agency,40,Business Services,"Service payments under $100,000 (2 payees)",0,85288
2012/2013,17,Natural Resources,66,Northern Pipeline Agency,41,Legal Services,,27909,0
2012/2013,17,Natural Resources,66,Northern Pipeline Agency,41,Legal Services,"Service payments under $100,000 (1 payee)",0,27909
2012/2013,17,Natural Resources,66,Northern Pipeline Agency,44,Training and Educational Services,,9354,0
2012/2013,17,Natural Resources,66,Northern Pipeline Agency,44,Training and Educational Services,"Service payments under $100,000 (3 payees)",0,9354
2012/2013,17,Natural Resources,66,Northern Pipeline Agency,47,Informatics Services,,195801,0
2012/2013,17,Natural Resources,66,Northern Pipeline Agency,47,Informatics Services,"Service payments under $100,000 (4 payees)",0,195801
2012/2013,17,Natural Resources,66,Northern Pipeline Agency,82,Special Fees and Services,,1776,0
2012/2013,17,Natural Resources,66,Northern Pipeline Agency,82,Special Fees and Services,"Service payments under $100,000 (1 payee)",0,1776
2012/2013,17,Natural Resources,66,Northern Pipeline Agency,87,Interpretation and Translation Services,,7282,0
2012/2013,17,Natural Resources,66,Northern Pipeline Agency,87,Interpretation and Translation Services,"Service payments under $100,000 (2 payees)",0,7282
2012/2013,18,Parliament,67,House of Commons,40,Business Services,,903918,0
2012/2013,18,Parliament,67,House of Commons,40,Business Services,Shared Services Canada Ottawa Ont,0,120801
2012/2013,18,Parliament,67,House of Commons,40,Business Services,"Service payments under $100,000 (713 payees)",0,783117
2012/2013,18,Parliament,67,House of Commons,45,Health and Welfare Services,Manitoba Public Insurance Winnipeg Man,0,184547
2012/2013,18,Parliament,67,House of Commons,45,Health and Welfare Services,Morneau Shepell Ltd Toronto Ont,0,144418
2012/2013,18,Parliament,67,House of Commons,45,Health and Welfare Services,"Service payments under $100,000 (47 payees)",0,83748
2012/2013,18,Parliament,67,House of Commons,45,Health and Welfare Services,,412713,0
2012/2013,18,Parliament,67,House of Commons,47,Informatics Services,,4645846,0
2012/2013,18,Parliament,67,House of Commons,87,Interpretation and Translation Services,,280784,0
2012/2013,18,Parliament,67,House of Commons,89,Other Services,,130672,0
2012/2013,18,Parliament,67,House of Commons,89,Other Services,"Service payments under $100,000 (102 payees)",0,130672
2012/2013,18,Parliament,67,House of Commons,86,Temporary Help Services,"Service payments under $100,000 (29 payees)",0,308292
2012/2013,18,Parliament,67,House of Commons,44,Training and Educational Services,,1540863,0
2012/2013,18,Parliament,67,House of Commons,44,Training and Educational Services,CTE Solutions Inc Ottawa Ont,0,114018
2012/2013,18,Parliament,67,House of Commons,44,Training and Educational Services,"Service payments under $100,000 (301 payees)",0,1426845
2012/2013,18,Parliament,67,House of Commons,48,Management Consulting,Odgers Berndtson Canada Inc Toronto Ont,0,123520
2012/2013,18,Parliament,67,House of Commons,48,Management Consulting,KPMG LLP Ottawa Ont,0,152772
2012/2013,18,Parliament,67,House of Commons,48,Management Consulting,Gartner Canada Toronto Ont,0,145592
2012/2013,18,Parliament,67,House of Commons,48,Management Consulting,,864982,0
2012/2013,18,Parliament,67,House of Commons,41,Legal Services,,183725,0
2012/2013,18,Parliament,67,House of Commons,41,Legal Services,"Service payments under $100,000 (62 payees)",0,183725
2012/2013,18,Parliament,67,House of Commons,87,Interpretation and Translation Services,"Service payments under $100,000 (55 payees)",0,164160
2012/2013,18,Parliament,67,House of Commons,87,Interpretation and Translation Services,Migeotte & Migeotte Traduction Inc Montr̩al Que,0,116624
2012/2013,18,Parliament,67,House of Commons,82,Special Fees and Services,"Service payments under $100,000 (1,478 payees)",0,3071120
2012/2013,18,Parliament,67,House of Commons,82,Special Fees and Services,Cirque du Soleil Montr̩al Que,0,199500
2012/2013,18,Parliament,67,House of Commons,82,Special Fees and Services,Capital HRS - Qu̩bec Qu̩bec Que,0,184325
2012/2013,18,Parliament,67,House of Commons,46,Protection Services,"Service payments under $100,000 (224 payees)",0,29168
2012/2013,18,Parliament,67,House of Commons,43,Scientific and Research Services,,2134434,0
2012/2013,18,Parliament,67,House of Commons,43,Scientific and Research Services,"Service payments under $100,000 (348 payees)",0,2134434
2012/2013,18,Parliament,67,House of Commons,82,Special Fees and Services,,3454945,0
2012/2013,18,Parliament,67,House of Commons,48,Management Consulting,"Service payments under $100,000 (33 payees)",0,443098
2012/2013,18,Parliament,67,House of Commons,46,Protection Services,,603760,0
2012/2013,18,Parliament,67,House of Commons,46,Protection Services,Public Works and Government Services Canada Ottawa Ont,0,389068
2012/2013,18,Parliament,67,House of Commons,46,Protection Services,Iron Horse Security & Investigations Ottawa Ont,0,185524
2012/2013,18,Parliament,67,House of Commons,86,Temporary Help Services,Soci̩t̩ du Centre des congr̬s de Qu̩bec Qu̩bec Que,0,118475
2012/2013,18,Parliament,67,House of Commons,86,Temporary Help Services,,426767,0
2012/2013,18,Parliament,67,House of Commons,47,Informatics Services,"Microsoft Licensing, GP Reno Nev USA",0,287005
2012/2013,18,Parliament,67,House of Commons,47,Informatics Services,Veritaaq Technology House Inc Ottawa Ont,0,294641
2012/2013,18,Parliament,67,House of Commons,47,Informatics Services,Dalian Enterprises Inc Ottawa Ont,0,149181
2012/2013,18,Parliament,67,House of Commons,47,Informatics Services,"Service payments under $100,000 (242 payees)",0,681684
2012/2013,18,Parliament,67,House of Commons,47,Informatics Services,Taligent Consulting Inc Ottawa Ont,0,1684933
2012/2013,18,Parliament,67,House of Commons,47,Informatics Services,Alithis group inc Qu̩bec Que,0,612866
2012/2013,18,Parliament,67,House of Commons,47,Informatics Services,Sliq Media Technologies Westmount Que,0,474047
2012/2013,18,Parliament,67,House of Commons,47,Informatics Services,CORADIX Technology Consulting Ltd Ottawa Ont,0,461489
2012/2013,17,Natural Resources,74,National Energy Board,82,Special Fees and Services,"Service payments under $100,000 (134 payees)",0,238015
2012/2013,17,Natural Resources,74,National Energy Board,86,Temporary Help Services,Spirit Staffing Inc Calgary Alta,0,135499
2012/2013,17,Natural Resources,74,National Energy Board,86,Temporary Help Services,"Service payments under $100,000 (2 payees)",0,74848
2012/2013,17,Natural Resources,74,National Energy Board,44,Training and Educational Services,"Service payments under $100,000 (201 payees)",0,815240
2012/2013,17,Natural Resources,74,National Energy Board,89,Other Services,PIRA Energy Group New York NY USA,0,112801
2012/2013,17,Natural Resources,74,National Energy Board,89,Other Services,Det Norske Veritas (Canada) Toronto Ont,0,263712
2012/2013,17,Natural Resources,74,National Energy Board,89,Other Services,Public Works and Government Services Canada Gatineau Que,0,493188
2012/2013,17,Natural Resources,74,National Energy Board,89,Other Services,IHS Global Inc Dallas Texas USA,0,180202
2012/2013,17,Natural Resources,74,National Energy Board,48,Management Consulting,"Service payments under $100,000 (8 payees)",0,243738
2012/2013,17,Natural Resources,74,National Energy Board,47,Informatics Services,Eagle Professional Resources Toronto Ont,0,174237
2012/2013,17,Natural Resources,74,National Energy Board,40,Business Services,"Service payments under $100,000 (26 payees)",0,148572
2012/2013,17,Natural Resources,74,National Energy Board,42,Engineering and Architectural Services,"Service payments under $100,000 (2 payees)",0,28047
2012/2013,17,Natural Resources,74,National Energy Board,40,Business Services,Q9 Networks Inc Toronto Ont,0,171773
2012/2013,17,Natural Resources,74,National Energy Board,41,Legal Services,,363054,0
2012/2013,17,Natural Resources,74,National Energy Board,48,Management Consulting,,243738,0
2012/2013,17,Natural Resources,74,National Energy Board,82,Special Fees and Services,,238015,0
2012/2013,17,Natural Resources,74,National Energy Board,86,Temporary Help Services,,210347,0
2012/2013,17,Natural Resources,74,National Energy Board,44,Training and Educational Services,,815240,0
2012/2013,17,Natural Resources,74,National Energy Board,89,Other Services,,2630709,0
2012/2013,17,Natural Resources,74,National Energy Board,46,Protection Services,,51256,0
2012/2013,17,Natural Resources,74,National Energy Board,46,Protection Services,"Service payments under $100,000 (2 payees)",0,51256
2012/2013,17,Natural Resources,74,National Energy Board,41,Legal Services,Justice Canada Ottawa Ont,0,151044
2012/2013,17,Natural Resources,74,National Energy Board,41,Legal Services,Lawson Lundell LLP Calgary Alta,0,101274
2012/2013,17,Natural Resources,74,National Energy Board,41,Legal Services,"Service payments under $100,000 (4 payees)",0,110736
2012/2013,17,Natural Resources,74,National Energy Board,40,Business Services,International Reporting Inc Ottawa Ont,0,1212203
2012/2013,17,Natural Resources,74,National Energy Board,87,Interpretation and Translation Services,Public Works and Government Services Canada Gatineau Que,0,231569
2012/2013,17,Natural Resources,74,National Energy Board,87,Interpretation and Translation Services,"Service payments under $100,000 (11 payees)",0,154297
2012/2013,17,Natural Resources,74,National Energy Board,47,Informatics Services,Nisha Technologies Inc Ottawa Ont,0,129548
2012/2013,17,Natural Resources,74,National Energy Board,47,Informatics Services,S I Systems Ltd Calgary Alta,0,1018820
2012/2013,17,Natural Resources,74,National Energy Board,47,Informatics Services,"Service payments under $100,000 (10 payees)",0,383707
2012/2013,17,Natural Resources,74,National Energy Board,87,Interpretation and Translation Services,,385866,0
2012/2013,17,Natural Resources,74,National Energy Board,42,Engineering and Architectural Services,,28047,0
2012/2013,17,Natural Resources,74,National Energy Board,47,Informatics Services,,1706312,0
2012/2013,17,Natural Resources,74,National Energy Board,40,Business Services,,1532548,0
2012/2013,17,Natural Resources,74,National Energy Board,89,Other Services,"Service payments under $100,000 (90 payees)",0,1580806
2012/2013,15,Justice,75,Canadian Human Rights Commission,40,Business Services,"Service payments under $100,000 (8 payees)",0,25798
2012/2013,15,Justice,75,Canadian Human Rights Commission,47,Informatics Services,"Service payments under $100,000 (9 payees)",0,71881
2012/2013,15,Justice,75,Canadian Human Rights Commission,40,Business Services,,25798,0
2012/2013,15,Justice,75,Canadian Human Rights Commission,45,Health and Welfare Services,"Service payments under $100,000 (11 payees)",0,13738
2012/2013,15,Justice,75,Canadian Human Rights Commission,45,Health and Welfare Services,,13738,0
2012/2013,15,Justice,75,Canadian Human Rights Commission,47,Informatics Services,Alcea Technologies Inc Ottawa Ont,0,118104
2012/2013,15,Justice,75,Canadian Human Rights Commission,44,Training and Educational Services,"Service payments under $100,000 (87 payees)",0,242799
2012/2013,15,Justice,75,Canadian Human Rights Commission,43,Scientific and Research Services,"Service payments under $100,000 (6 payees)",0,98739
2012/2013,15,Justice,75,Canadian Human Rights Commission,43,Scientific and Research Services,,98739,0
2012/2013,15,Justice,75,Canadian Human Rights Commission,82,Special Fees and Services,"Service payments under $100,000 (49 payees)",0,64778
2012/2013,15,Justice,75,Canadian Human Rights Commission,82,Special Fees and Services,,64778,0
2012/2013,15,Justice,75,Canadian Human Rights Commission,86,Temporary Help Services,"Service payments under $100,000 (5 payees)",0,94175
2012/2013,15,Justice,75,Canadian Human Rights Commission,86,Temporary Help Services,,94175,0
2012/2013,15,Justice,75,Canadian Human Rights Commission,47,Informatics Services,,189985,0
2012/2013,15,Justice,75,Canadian Human Rights Commission,87,Interpretation and Translation Services,Public Works and Government Services Canada Gatineau Que,0,445347
2012/2013,15,Justice,75,Canadian Human Rights Commission,87,Interpretation and Translation Services,"Service payments under $100,000 (6 payees)",0,67682
2012/2013,15,Justice,75,Canadian Human Rights Commission,87,Interpretation and Translation Services,,513029,0
2012/2013,15,Justice,75,Canadian Human Rights Commission,41,Legal Services,"Service payments under $100,000 (14 payees)",0,112586
2012/2013,15,Justice,75,Canadian Human Rights Commission,41,Legal Services,,112586,0
2012/2013,15,Justice,75,Canadian Human Rights Commission,48,Management Consulting,Primexx Ventures Inc Ottawa Ont,0,159597
2012/2013,15,Justice,75,Canadian Human Rights Commission,48,Management Consulting,"Service payments under $100,000 (5 payees)",0,54574
2012/2013,15,Justice,75,Canadian Human Rights Commission,48,Management Consulting,,214171,0
2012/2013,15,Justice,75,Canadian Human Rights Commission,89,Other Services,Human Resources and Skills Development Canada Gatineau Que,0,128824
2012/2013,15,Justice,75,Canadian Human Rights Commission,89,Other Services,"Service payments under $100,000 (61 payees)",0,464774
2012/2013,15,Justice,75,Canadian Human Rights Commission,89,Other Services,,593598,0
2012/2013,15,Justice,75,Canadian Human Rights Commission,46,Protection Services,"Service payments under $100,000 (3 payees)",0,53025
2012/2013,15,Justice,75,Canadian Human Rights Commission,46,Protection Services,,53025,0
2012/2013,15,Justice,75,Canadian Human Rights Commission,44,Training and Educational Services,,242799,0
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,43,Scientific and Research Services,"Service payments under $100,000 (4 payees)",0,114697
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,43,Scientific and Research Services,,114697,0
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,42,Engineering and Architectural Services,"Service payments under $100,000 (12 payees)",0,5725
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,46,Protection Services,,3354,0
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,48,Management Consulting,CORADIX Technology Consulting Ltd Ottawa Ont,0,267440
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,48,Management Consulting,Somos Consulting Group Ltd Ottawa Ont,0,105600
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,40,Business Services,,228030,0
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,40,Business Services,"Service payments under $100,000 (19 payees)",0,228030
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,46,Protection Services,"Service payments under $100,000 (5 payees)",0,3354
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,42,Engineering and Architectural Services,,5725,0
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,47,Informatics Services,,198562,0
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,87,Interpretation and Translation Services,Public Works and Government Services Canada Gatineau Que,0,369358
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,87,Interpretation and Translation Services,,371655,0
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,41,Legal Services,,46073,0
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,41,Legal Services,"Service payments under $100,000 (7 payees)",0,46073
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,48,Management Consulting,,1144252,0
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,48,Management Consulting,"Service payments under $100,000 (48 payees)",0,579576
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,48,Management Consulting,Public Works and Government Services Canada Gatineau Que,0,191636
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,87,Interpretation and Translation Services,"Service payments under $100,000 (3 payees)",0,2297
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,47,Informatics Services,"Service payments under $100,000 (7 payees)",0,198562
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,82,Special Fees and Services,,102878,0
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,86,Temporary Help Services,"Service payments under $100,000 (4 payees)",0,50766
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,86,Temporary Help Services,,50766,0
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,82,Special Fees and Services,"Service payments under $100,000 (97 payees)",0,102878
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,89,Other Services,,197811,0
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,89,Other Services,"Service payments under $100,000 (19 payees)",0,197811
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,44,Training and Educational Services,Canada School of Public Service Gatineau Que,0,148395
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,44,Training and Educational Services,CORADIX Technology Consulting Ltd Ottawa Ont,0,137220
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,44,Training and Educational Services,"Service payments under $100,000 (84 payees)",0,195775
2012/2013,19,Privy Council,76,Office of the Commissioner of Official Languages,44,Training and Educational Services,,481390,0
2012/2013,22,Transport,77,Transportation Appeal Tribunal of Canada,47,Informatics Services,,63511,0
2012/2013,22,Transport,77,Transportation Appeal Tribunal of Canada,47,Informatics Services,"Service payments under $100,000 (7 payees)",0,63511
2012/2013,22,Transport,77,Transportation Appeal Tribunal of Canada,87,Interpretation and Translation Services,,60552,0
2012/2013,22,Transport,77,Transportation Appeal Tribunal of Canada,87,Interpretation and Translation Services,"Service payments under $100,000 (5 payees)",0,60552
2012/2013,22,Transport,77,Transportation Appeal Tribunal of Canada,41,Legal Services,,30590,0
2012/2013,22,Transport,77,Transportation Appeal Tribunal of Canada,41,Legal Services,"Service payments under $100,000 (3 payees)",0,30590
2012/2013,22,Transport,77,Transportation Appeal Tribunal of Canada,82,Special Fees and Services,,12624,0
2012/2013,22,Transport,77,Transportation Appeal Tribunal of Canada,82,Special Fees and Services,"Service payments under $100,000 (16 payees)",0,12624
2012/2013,22,Transport,77,Transportation Appeal Tribunal of Canada,86,Temporary Help Services,,53949,0
2012/2013,22,Transport,77,Transportation Appeal Tribunal of Canada,86,Temporary Help Services,"Service payments under $100,000 (2 payees)",0,53949
2012/2013,22,Transport,77,Transportation Appeal Tribunal of Canada,44,Training and Educational Services,,24003,0
2012/2013,22,Transport,77,Transportation Appeal Tribunal of Canada,44,Training and Educational Services,"Service payments under $100,000 (9 payees)",0,24003
2012/2013,22,Transport,77,Transportation Appeal Tribunal of Canada,89,Other Services,,298562,0
2012/2013,22,Transport,77,Transportation Appeal Tribunal of Canada,89,Other Services,"Service payments under $100,000 (56 payees)",0,298562
2012/2013,11,Health,78,Canadian Northern Economic Development Agency,89,Other Services,"Service payments under $100,000 (25 payees)",0,73284
2012/2013,11,Health,78,Canadian Northern Economic Development Agency,44,Training and Educational Services,,103708,0
2012/2013,11,Health,78,Canadian Northern Economic Development Agency,44,Training and Educational Services,"Service payments under $100,000 (13 payees)",0,103708
2012/2013,11,Health,78,Canadian Northern Economic Development Agency,82,Special Fees and Services,"Service payments under $100,000 (19 payees)",0,69537
2012/2013,11,Health,78,Canadian Northern Economic Development Agency,89,Other Services,,520424,0
2012/2013,11,Health,78,Canadian Northern Economic Development Agency,89,Other Services,Public Works and Government Services Canada Ottawa Ont,0,323330
2012/2013,11,Health,78,Canadian Northern Economic Development Agency,89,Other Services,Government of Nunavut Iqaluit Nunavut,0,101660
2012/2013,11,Health,78,Canadian Northern Economic Development Agency,87,Interpretation and Translation Services,,108737,0
2012/2013,11,Health,78,Canadian Northern Economic Development Agency,87,Interpretation and Translation Services,Public Works and Government Services Canada Ottawa Ont,0,108737
2012/2013,11,Health,78,Canadian Northern Economic Development Agency,41,Legal Services,,227317,0
2012/2013,11,Health,78,Canadian Northern Economic Development Agency,41,Legal Services,Justice Canada Ottawa Ont,0,227317
2012/2013,11,Health,78,Canadian Northern Economic Development Agency,82,Special Fees and Services,,69537,0
2012/2013,11,Health,78,Canadian Northern Economic Development Agency,89,Other Services,Shared Services Canada Gatineau Que,0,22150
2012/2013,11,Health,78,Canadian Northern Economic Development Agency,86,Temporary Help Services,,1422,0
2012/2013,11,Health,78,Canadian Northern Economic Development Agency,86,Temporary Help Services,"Service payments under $100,000 (1 payee)",0,1422
2012/2013,11,Health,78,Canadian Northern Economic Development Agency,40,Business Services,,562019,0
2012/2013,11,Health,78,Canadian Northern Economic Development Agency,40,Business Services,Indian Affairs and Northern Development Canada Ottawa Ont,0,546400
2012/2013,11,Health,78,Canadian Northern Economic Development Agency,40,Business Services,"Service payments under $100,000 (6 payees)",0,15619
2012/2013,11,Health,78,Canadian Northern Economic Development Agency,47,Informatics Services,,163600,0
2012/2013,11,Health,78,Canadian Northern Economic Development Agency,47,Informatics Services,Indian Affairs and Northern Development Canada Ottawa Ont,0,163600
2012/2013,15,Justice,80,Supreme Court of Canada,40,Business Services,Public Works and Government Services Canada Gatineau Que,0,193242
2012/2013,15,Justice,80,Supreme Court of Canada,40,Business Services,"Service payments under $100,000 (59 payees)",0,194754
2012/2013,15,Justice,80,Supreme Court of Canada,40,Business Services,,387996,0
2012/2013,15,Justice,80,Supreme Court of Canada,42,Engineering and Architectural Services,"Service payments under $100,000 (1 payee)",0,9782
2012/2013,15,Justice,80,Supreme Court of Canada,42,Engineering and Architectural Services,,9782,0
2012/2013,15,Justice,80,Supreme Court of Canada,47,Informatics Services,"Service payments under $100,000 (18 payees)",0,204393
2012/2013,15,Justice,80,Supreme Court of Canada,47,Informatics Services,,204393,0
2012/2013,15,Justice,80,Supreme Court of Canada,87,Interpretation and Translation Services,Public Works and Government Services Canada Gatineau Que,0,293595
2012/2013,15,Justice,80,Supreme Court of Canada,87,Interpretation and Translation Services,"Service payments under $100,000 (7 payees)",0,133123
2012/2013,15,Justice,80,Supreme Court of Canada,87,Interpretation and Translation Services,,426718,0
2012/2013,15,Justice,80,Supreme Court of Canada,48,Management Consulting,"Service payments under $100,000 (1 payee)",0,27300
2012/2013,15,Justice,80,Supreme Court of Canada,48,Management Consulting,,27300,0
2012/2013,15,Justice,80,Supreme Court of Canada,89,Other Services,"Service payments under $100,000 (36 payees)",0,193507
2012/2013,15,Justice,80,Supreme Court of Canada,89,Other Services,,193507,0
2012/2013,15,Justice,80,Supreme Court of Canada,46,Protection Services,"Service payments under $100,000 (2 payees)",0,5343
2012/2013,15,Justice,80,Supreme Court of Canada,46,Protection Services,,5343,0
2012/2013,15,Justice,80,Supreme Court of Canada,43,Scientific and Research Services,"Service payments under $100,000 (4 payees)",0,22850
2012/2013,15,Justice,80,Supreme Court of Canada,43,Scientific and Research Services,,22850,0
2012/2013,15,Justice,80,Supreme Court of Canada,82,Special Fees and Services,"Service payments under $100,000 (87 payees)",0,194819
2012/2013,15,Justice,80,Supreme Court of Canada,82,Special Fees and Services,,194819,0
2012/2013,15,Justice,80,Supreme Court of Canada,86,Temporary Help Services,"Service payments under $100,000 (2 payees)",0,11908
2012/2013,15,Justice,80,Supreme Court of Canada,86,Temporary Help Services,,11908,0
2012/2013,15,Justice,80,Supreme Court of Canada,44,Training and Educational Services,"Service payments under $100,000 (68 payees)",0,147413
2012/2013,15,Justice,80,Supreme Court of Canada,44,Training and Educational Services,,147413,0
2012/2013,4,Canadian Heritage,82,Public Service Staffing Tribunal,40,Business Services,"Service payments under $100,000 (1 payee)",0,55057
2012/2013,4,Canadian Heritage,82,Public Service Staffing Tribunal,40,Business Services,,55057,0
2012/2013,4,Canadian Heritage,82,Public Service Staffing Tribunal,45,Health and Welfare Services,"Service payments under $100,000 (2 payees)",0,1899
2012/2013,4,Canadian Heritage,82,Public Service Staffing Tribunal,45,Health and Welfare Services,,1899,0
2012/2013,4,Canadian Heritage,82,Public Service Staffing Tribunal,47,Informatics Services,CGI Information Systems and Management Consultants Inc Montr̩al Que,0,199369
2012/2013,4,Canadian Heritage,82,Public Service Staffing Tribunal,47,Informatics Services,"Service payments under $100,000 (2 payees)",0,57878
2012/2013,4,Canadian Heritage,82,Public Service Staffing Tribunal,47,Informatics Services,,257247,0
2012/2013,4,Canadian Heritage,82,Public Service Staffing Tribunal,87,Interpretation and Translation Services,Public Works and Government Services Canada Gatineau Que,0,143713
2012/2013,4,Canadian Heritage,82,Public Service Staffing Tribunal,87,Interpretation and Translation Services,,143713,0
2012/2013,4,Canadian Heritage,82,Public Service Staffing Tribunal,48,Management Consulting,"Service payments under $100,000 (2 payees)",0,19500
2012/2013,4,Canadian Heritage,82,Public Service Staffing Tribunal,48,Management Consulting,,19500,0
2012/2013,4,Canadian Heritage,82,Public Service Staffing Tribunal,89,Other Services,"Service payments under $100,000 (10 payees)",0,23122
2012/2013,4,Canadian Heritage,82,Public Service Staffing Tribunal,89,Other Services,,23122,0
2012/2013,4,Canadian Heritage,82,Public Service Staffing Tribunal,46,Protection Services,"Service payments under $100,000 (1 payee)",0,8726
2012/2013,4,Canadian Heritage,82,Public Service Staffing Tribunal,46,Protection Services,,8726,0
2012/2013,4,Canadian Heritage,82,Public Service Staffing Tribunal,82,Special Fees and Services,"Service payments under $100,000 (21 payees)",0,37441
2012/2013,4,Canadian Heritage,82,Public Service Staffing Tribunal,82,Special Fees and Services,,37441,0
2012/2013,4,Canadian Heritage,82,Public Service Staffing Tribunal,44,Training and Educational Services,"Service payments under $100,000 (11 payees)",0,21629
2012/2013,4,Canadian Heritage,82,Public Service Staffing Tribunal,44,Training and Educational Services,,21629,0
2012/2013,12,Human Resources and Skills Development,83,"Office of the Co-ordinator, Status of Women",40,Business Services,"Service payments under $100,000 (44 payees)",0,160555
2012/2013,12,Human Resources and Skills Development,83,"Office of the Co-ordinator, Status of Women",40,Business Services,,160555,0
2012/2013,12,Human Resources and Skills Development,83,"Office of the Co-ordinator, Status of Women",86,Temporary Help Services,"Service payments under $100,000 (3 payees)",0,18866
2012/2013,12,Human Resources and Skills Development,83,"Office of the Co-ordinator, Status of Women",47,Informatics Services,,63303,0
