MINE,DEPT_EN_DESC,RCPNT_CLS_EN_DESC,AGRG_PYMT_AMT,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",2278360,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",261912,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",3179585,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",265600,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",2376615,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",679184,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",759941,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1466150,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",369119,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",3655331,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1314039,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",3834048,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",515513,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",695218,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1528632,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",13458823,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1644638,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",3099477,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",495540,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",8790704,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",2691906,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",357846,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",314922,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",8044613,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",317992,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1211113,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1575845,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1527791,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",208967,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",339134,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1370881,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",170583,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1453550,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1062780,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",785284,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",248614,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",868537,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",336900,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",302372,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",2386944,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1950538,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",3532146,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1049934,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",941467,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",5983140,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1979636,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",357529,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1933125,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",18274147,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",11250189,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",122185,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1877478,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",232341,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1943502,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",856626,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",55216116,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",487662,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1257605,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",220385119,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",3573903,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1435682,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",2432770,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1429710,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1890779,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",193802,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",200005,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",712883,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",169850,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1932696,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",892384,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",987793,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",384666,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",219253,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",2763465,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",8307288,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",305877,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",14045377,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",2955567,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",268017,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",4228761,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",294586,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",269411,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",7930574,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",376400,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",298038,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",4620019,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",199433,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",586750,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",109100,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",432706,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",106173,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",593260,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",869546,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",2307381,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",2895106,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",954763,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",803123,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",605282,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",2588671,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",556386,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",2025855,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",3174915,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",2772715,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",4058723,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",2519789,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",279700,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1709805,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",228648,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",17027085,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1633836,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1651499,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",2048369,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",3235373,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",9115395,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1297559,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",809752,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1973763,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1566143,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",917222,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1843018,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",3223714,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",650000,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",241508,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",423076,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",124274,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",509456,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1300425,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",2730544,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",9757923,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",5864092,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",5207879,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1861416,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",2409507,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1092558,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",376100,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",550000,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",416575,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",2007406,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",2116448,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",7707936,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",9916736,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",279265,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",779899,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",5031325,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1416969,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",125728,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",19596891,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",435625,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",2027021,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",2956988,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",516680,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1772494,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",160000,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",7851340,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",280000,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1000000,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",3369679,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",3710119,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1677957,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",164807,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",399674,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",114322,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",29885281,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",285600,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1923275,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",310026,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",270942,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",192355,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",2257698,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1876574,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",4362642,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",174598,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",599637,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",384688,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",4040231,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",6961741,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",6849218,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",2792463,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",3453475,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",9888319,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1923352,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",3608650,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",9584975,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",2247304,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",27067552,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",5014238,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",4568881,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1690989,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",2637245,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",11310165,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",3436983,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",7080814,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",16919566,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",2083736,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",707370,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",4839976,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1020118,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",10015238,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",3188629,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",124200,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",241780,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",181400,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1990918,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",245235,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1263842,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",597422,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",138907,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",1546760,,
Indian Affairs and Northern Development,Indian Affairs and Northern Development,"Payments to support Indians, Inuit and Innu for the purpose of supplying public services in social development",370669,,
